Employee_ID,Age,Department,Satisfaction_Level,Last_Evaluation,Projects,Average_Monthly_Hours,Years_at_Company,Left
348576,,Hr,0.58,0.23,,999,,1.0
142853,,HR,0.56,0.06,3.0,167,,
914838,48.0,HR,0.67,0.55,2.0,999,,
714040,,HR,0.24,0.93,,249,6.0,
838021,46.0,Finance,0.85,0.39,,999,,0.0
308395,,Operations,0.58,0.18,2.0,999,8.0,
271380,26.0,Hr,0.51,0.05,6.0,167,10.0,0.0
100859,28.0,finanCe,0.24,0.49,7.0,260,,
152202,27.0,IT,0.09,0.59,,216,7.0,0.0
966650,22.0,Hr,0.96,0.84,,275,2.0,
388353,,,0.51,0.66,,999,4.0,1.0
340222,56.0,Operations,0.83,0.28,,999,,1.0
335367,,finanCe,0.63,0.86,,310,4.0,
669661,,Sales,0.34,0.23,3.0,999,,1.0
331324,,IT,0.35,0.82,2.0,999,,0.0
755878,,Operations,0.2,0.44,4.0,190,,
405529,29.0,finanCe,0.68,0.24,4.0,999,,1.0
948191,,Hr,0.5,0.52,2.0,999,7.0,0.0
246561,31.0,Hr,0.32,0.04,3.0,999,8.0,1.0
16704,24.0,Sales,0.32,0.26,6.0,214,,0.0
843404,,IT,0.02,0.94,6.0,999,10.0,1.0
341758,,finanCe,0.38,0.36,6.0,251,2.0,0.0
40611,44.0,IT,0.06,0.08,6.0,999,4.0,1.0
528972,,finanCe,0.19,0.62,3.0,277,2.0,
287391,,,0.57,0.61,3.0,999,8.0,1.0
868283,25.0,Hr,0.98,0.99,,999,4.0,1.0
132141,23.0,Finance,0.15,0.66,,999,9.0,0.0
722802,,HR,0.58,0.15,,261,,1.0
650019,36.0,IT,0.1,0.41,2.0,999,,
942360,43.0,finanCe,0.88,0.18,7.0,999,,
833367,55.0,finanCe,0.03,0.16,,152,4.0,1.0
584176,29.0,,0.42,0.41,7.0,211,,1.0
807591,,Finance,0.27,0.08,,999,3.0,
118688,60.0,HR,0.04,0.67,,999,2.0,1.0
141683,55.0,finanCe,0.41,0.05,,287,,1.0
989930,,HR,0.7,0.42,,999,,0.0
362458,,Sales,0.89,0.4,4.0,999,1.0,
348559,,Sales,0.12,0.22,6.0,999,5.0,0.0
87608,39.0,HR,0.93,0.14,6.0,999,,0.0
1445,33.0,Operations,0.48,0.87,,185,,
243159,44.0,Operations,0.4,0.6,,263,,1.0
380689,27.0,Operations,0.17,0.13,,999,6.0,1.0
253572,,Sales,0.02,0.35,6.0,999,8.0,1.0
583513,57.0,IT,0.33,0.75,6.0,200,,
942136,,Operations,0.16,0.21,3.0,999,,1.0
967536,,finanCe,0.08,0.36,,228,,1.0
14342,51.0,Finance,0.61,0.54,6.0,999,,1.0
431027,42.0,Hr,0.28,0.28,4.0,999,,1.0
669415,38.0,IT,0.89,0.76,7.0,237,6.0,1.0
160514,,Operations,0.64,0.15,3.0,999,,0.0
748385,,finanCe,0.67,0.26,4.0,999,,
501524,32.0,finanCe,0.3,0.25,,999,,0.0
7827,42.0,HR,0.06,0.26,2.0,226,8.0,0.0
490900,,Hr,0.08,0.3,2.0,999,,1.0
48648,,HR,0.15,0.84,6.0,252,8.0,0.0
294627,56.0,Sales,0.64,0.51,3.0,277,,
506782,56.0,,0.02,0.39,,277,8.0,
744479,,IT,0.63,0.61,3.0,159,10.0,
654352,33.0,Finance,0.2,0.28,6.0,230,5.0,1.0
928637,60.0,Sales,0.71,0.35,5.0,999,10.0,1.0
926241,,,0.02,0.57,6.0,235,,0.0
490713,,Operations,0.5,0.01,,999,,0.0
667123,,finanCe,0.75,0.45,5.0,223,,1.0
545276,39.0,Finance,0.99,0.68,,281,,
999703,,IT,0.91,0.73,,242,,
157811,,HR,0.3,0.45,,295,4.0,0.0
768594,49.0,,0.52,0.02,7.0,159,7.0,0.0
568733,34.0,IT,0.7,0.99,2.0,999,,0.0
244209,40.0,finanCe,0.21,0.23,7.0,298,,0.0
679780,30.0,finanCe,0.69,0.31,7.0,164,,0.0
71560,,Sales,1.0,0.51,7.0,999,6.0,0.0
80321,,Hr,0.64,0.32,,999,2.0,
584316,,Sales,0.71,0.09,7.0,160,,0.0
699378,45.0,finanCe,0.3,0.28,3.0,252,10.0,
598657,,Hr,0.63,0.14,,999,1.0,1.0
717831,,HR,0.83,0.05,,213,10.0,0.0
698944,40.0,HR,0.17,0.72,6.0,231,,0.0
421563,,Operations,0.57,0.38,6.0,159,3.0,0.0
439750,39.0,Sales,0.92,0.14,7.0,999,,
160916,,Hr,0.69,0.46,,156,,0.0
5087,51.0,finanCe,0.58,0.76,,237,,
997113,,Finance,0.56,0.05,,999,,
709459,54.0,IT,0.98,0.05,6.0,999,10.0,
932599,34.0,Operations,0.22,0.62,6.0,195,,0.0
887576,29.0,,0.9,0.7,3.0,999,9.0,1.0
792565,,IT,0.87,0.78,3.0,210,,1.0
350283,54.0,finanCe,0.37,0.59,,176,,1.0
838936,,finanCe,0.04,0.4,3.0,999,1.0,0.0
862456,,Operations,0.72,0.49,,272,,1.0
696875,,IT,0.63,0.03,7.0,250,5.0,0.0
850895,41.0,Finance,0.13,0.42,,253,,0.0
937500,46.0,Operations,0.15,0.93,4.0,999,,
269807,,HR,0.35,0.36,2.0,999,2.0,1.0
491198,,Finance,0.32,0.88,3.0,999,10.0,1.0
144358,53.0,Operations,0.73,0.17,,247,7.0,0.0
319313,43.0,Operations,0.65,0.26,,302,,1.0
246736,50.0,Finance,0.95,0.49,,999,,
302717,41.0,Hr,0.96,0.22,,999,,0.0
757436,,,0.25,0.79,5.0,179,10.0,
371009,29.0,Operations,0.63,0.12,7.0,269,,0.0
671182,,,1.0,0.54,,999,,
554144,,finanCe,0.81,0.34,7.0,172,9.0,1.0
163673,,Hr,0.0,0.66,6.0,287,,
852926,,HR,0.58,0.48,4.0,999,6.0,0.0
347295,59.0,,0.99,0.64,,999,5.0,1.0
968323,48.0,Hr,0.63,0.21,,217,9.0,
99955,,,0.31,0.54,5.0,999,,0.0
807054,,,0.26,0.87,2.0,231,8.0,1.0
83518,42.0,Hr,0.31,0.86,,247,7.0,
415818,,Operations,0.54,0.67,2.0,309,3.0,1.0
995099,,,0.73,0.77,,999,,1.0
342633,,HR,0.12,0.86,6.0,999,,
768593,,HR,0.42,0.76,5.0,999,3.0,
469160,,Hr,0.3,0.77,,271,,0.0
349783,,Sales,0.89,0.28,2.0,999,,1.0
74890,45.0,Operations,0.43,0.75,2.0,999,2.0,1.0
436555,58.0,finanCe,0.88,0.55,3.0,221,,0.0
913892,54.0,Finance,0.29,0.1,6.0,999,,1.0
326414,52.0,Operations,0.27,0.06,,999,,0.0
434029,56.0,finanCe,0.3,0.72,,199,,1.0
701883,40.0,finanCe,0.21,0.15,,169,1.0,
224643,,finanCe,0.4,0.02,6.0,999,5.0,0.0
789137,53.0,HR,0.66,0.74,,999,5.0,1.0
938773,41.0,Hr,0.87,0.75,6.0,999,,1.0
674310,25.0,Sales,0.57,0.86,,999,1.0,1.0
545381,,Sales,0.82,0.8,,238,,
696065,,Hr,0.07,0.65,,265,,
408364,,Finance,0.47,0.74,,190,1.0,0.0
979619,,Operations,0.5,0.97,,264,5.0,1.0
438601,,finanCe,0.18,0.46,6.0,156,9.0,1.0
912398,57.0,Sales,0.19,0.63,6.0,999,,0.0
848359,,Finance,0.92,0.57,2.0,999,,0.0
155347,27.0,IT,0.32,0.83,,999,,0.0
356607,,Sales,0.31,0.39,5.0,999,,
813371,50.0,Finance,0.89,0.32,6.0,999,7.0,0.0
326031,36.0,,0.96,0.55,,999,,
118080,,IT,0.27,0.52,,266,6.0,0.0
163606,,Sales,0.38,0.89,,999,,0.0
399726,43.0,Finance,0.62,0.02,,999,9.0,1.0
196235,36.0,,0.7,0.71,,999,7.0,0.0
682110,43.0,HR,0.67,0.32,,999,,1.0
551045,44.0,HR,0.73,0.97,7.0,999,1.0,1.0
308921,27.0,Sales,0.8,0.98,,999,,0.0
402940,,Sales,0.96,0.99,2.0,999,,0.0
327950,,finanCe,0.18,0.06,,999,10.0,
830016,48.0,Operations,0.02,0.26,2.0,999,8.0,1.0
962004,,Finance,0.21,0.39,5.0,197,,0.0
758194,60.0,IT,0.61,0.29,,208,3.0,1.0
473827,,Hr,0.88,0.39,,265,5.0,0.0
733859,57.0,Operations,0.39,0.56,,272,8.0,1.0
305965,56.0,finanCe,0.03,0.51,,310,,1.0
940026,29.0,HR,0.78,0.1,,999,6.0,0.0
409597,37.0,Finance,0.31,0.94,7.0,999,9.0,
759198,55.0,Sales,0.31,0.2,7.0,999,4.0,
689361,,IT,0.3,0.99,5.0,154,,
784211,,Operations,0.46,0.76,,999,2.0,0.0
798508,26.0,HR,0.57,0.3,5.0,310,5.0,
157536,35.0,Operations,0.66,0.17,,243,8.0,1.0
231441,,HR,0.11,0.58,5.0,999,,0.0
204609,,,0.27,0.88,6.0,999,8.0,
440856,,HR,0.08,0.99,,999,,0.0
110109,,HR,0.53,0.42,,999,,0.0
705286,39.0,,0.61,0.52,,198,,1.0
28647,27.0,Hr,0.64,0.71,7.0,999,5.0,0.0
953730,,Sales,0.86,0.58,3.0,999,1.0,0.0
818702,,finanCe,0.71,0.17,,306,1.0,
917333,22.0,finanCe,0.36,0.3,5.0,999,3.0,0.0
98279,22.0,IT,0.88,0.31,,999,4.0,
760911,41.0,Hr,0.56,0.36,,230,5.0,1.0
864693,,IT,0.67,0.42,4.0,999,8.0,0.0
49319,,finanCe,0.92,0.04,,248,6.0,
386007,27.0,Sales,0.38,0.65,,999,10.0,
38269,,finanCe,0.82,0.98,,268,8.0,1.0
359000,32.0,Sales,0.83,0.6,7.0,203,10.0,1.0
991573,,Hr,0.01,0.17,2.0,296,,1.0
850790,51.0,HR,0.95,0.4,7.0,999,,0.0
180421,,,0.58,0.26,,252,8.0,0.0
849005,,Finance,0.29,0.74,6.0,246,,
643111,46.0,HR,0.76,0.93,6.0,999,,
267859,,IT,0.87,0.59,,999,8.0,0.0
812663,28.0,IT,0.06,0.01,,286,,
454957,25.0,finanCe,0.04,0.43,,999,10.0,0.0
993095,,finanCe,0.85,0.74,,999,,0.0
461186,30.0,HR,0.51,0.77,3.0,308,,0.0
465398,50.0,IT,0.85,0.89,3.0,999,2.0,0.0
803005,42.0,Sales,0.3,0.96,,999,,
685809,,,0.17,0.68,4.0,999,,0.0
347433,49.0,Finance,0.04,0.15,7.0,999,1.0,
182801,37.0,Finance,0.06,0.39,,999,,0.0
186512,33.0,HR,0.12,0.1,2.0,999,3.0,
14597,,IT,0.26,0.47,,999,1.0,0.0
872759,43.0,Sales,0.85,0.79,,307,,0.0
176563,35.0,IT,0.35,0.6,5.0,209,8.0,0.0
638359,39.0,HR,0.04,0.85,6.0,999,2.0,1.0
977787,,HR,0.19,0.88,,999,4.0,
989761,,Operations,0.24,0.56,,999,2.0,1.0
811642,55.0,Hr,0.69,0.6,3.0,999,1.0,1.0
178526,,,0.74,0.67,,214,,1.0
9512,,Hr,0.03,0.15,,157,6.0,
887046,,,0.84,0.15,6.0,999,5.0,0.0
125772,58.0,Operations,0.53,0.32,,206,2.0,1.0
107588,45.0,HR,0.84,0.05,3.0,999,4.0,1.0
624141,51.0,Finance,0.2,0.3,,250,,1.0
218075,47.0,HR,0.4,0.22,3.0,999,,0.0
100129,44.0,IT,0.86,0.55,,273,,
18178,28.0,,0.09,0.0,6.0,999,,0.0
630075,24.0,Operations,0.92,0.09,,280,,0.0
915985,,Hr,0.08,0.65,3.0,229,,
187114,,Operations,0.41,0.63,7.0,999,7.0,
442355,,Operations,0.44,0.44,,238,6.0,0.0
984787,,Sales,0.02,0.41,6.0,999,,1.0
945976,,Finance,0.24,0.07,,251,,
283969,,Hr,0.75,0.58,,999,,
836239,31.0,IT,0.18,0.9,5.0,999,5.0,1.0
734914,36.0,Finance,0.39,0.76,6.0,222,,0.0
181387,36.0,Finance,0.17,0.01,,999,8.0,
354975,,Operations,0.48,0.82,4.0,999,,1.0
326752,,Operations,0.34,0.74,6.0,160,,
92207,54.0,HR,0.89,0.79,4.0,269,,
702598,,Operations,0.24,0.56,,300,1.0,
296731,,Sales,0.63,0.62,,999,10.0,0.0
196931,34.0,,0.86,0.74,,999,7.0,0.0
563310,28.0,Finance,0.75,0.05,,999,3.0,
390905,,,0.8,0.02,7.0,999,,
453722,,,0.5,0.01,3.0,160,6.0,0.0
608357,,IT,0.92,0.62,6.0,269,,
589460,,Finance,0.52,0.3,,166,9.0,
47847,,finanCe,0.0,0.32,,263,10.0,
227938,36.0,Sales,0.31,0.3,,999,3.0,1.0
50046,46.0,IT,0.19,0.81,,164,4.0,1.0
437214,28.0,finanCe,0.16,0.94,7.0,241,7.0,1.0
672296,51.0,Finance,0.3,0.17,,247,4.0,1.0
205629,,Finance,0.93,0.08,2.0,999,,
658376,,Sales,0.58,0.43,,164,,1.0
799170,56.0,Finance,0.78,0.61,,999,,1.0
224448,22.0,Sales,0.89,0.18,,294,,
451664,42.0,Operations,0.54,0.54,,219,,
734829,,Hr,0.7,0.83,5.0,230,2.0,
643307,,,0.09,0.73,,287,2.0,1.0
513868,58.0,HR,0.8,0.52,,310,,1.0
559151,,Hr,0.94,0.13,,217,,0.0
496037,,Hr,0.33,0.34,,273,10.0,0.0
586807,28.0,Finance,0.52,0.27,,999,,
240196,,Hr,0.4,0.5,4.0,999,,
173919,33.0,IT,0.37,0.06,,999,7.0,0.0
134375,,IT,0.04,0.87,,999,9.0,1.0
584673,59.0,,0.94,0.59,,999,9.0,
232311,,Operations,0.95,0.49,,269,1.0,0.0
44703,45.0,Finance,0.5,0.83,,999,3.0,
163338,32.0,finanCe,0.44,0.63,,167,,
311093,,IT,0.44,0.86,2.0,212,,1.0
308501,32.0,,0.71,0.88,,308,6.0,0.0
767335,,Finance,0.6,0.91,,999,,0.0
706184,53.0,HR,0.7,0.07,,999,,1.0
422971,,Hr,0.7,0.23,3.0,999,,1.0
195772,,,0.98,0.86,,999,,1.0
64210,,Operations,0.49,0.3,5.0,999,,
194718,53.0,Operations,0.17,0.45,,232,3.0,
438088,,HR,0.61,0.05,2.0,302,,0.0
764085,,HR,0.36,0.07,,273,,0.0
454072,37.0,Sales,0.59,0.22,4.0,181,,1.0
482395,,Hr,0.79,0.22,6.0,176,8.0,1.0
288639,,finanCe,0.48,0.9,2.0,999,,
108827,49.0,IT,0.67,0.94,3.0,999,,
396129,52.0,HR,0.48,0.85,,270,,
102714,,Finance,0.08,0.04,3.0,999,1.0,1.0
466453,,Operations,0.39,0.18,,294,,
434898,,,0.64,0.0,3.0,190,2.0,0.0
566795,37.0,HR,0.22,0.17,,999,,
543854,43.0,,0.7,0.44,,172,6.0,1.0
442334,,HR,0.04,0.54,,208,5.0,0.0
350823,25.0,Operations,0.42,0.5,,252,1.0,
601380,37.0,Hr,0.35,0.76,,256,1.0,0.0
923467,,Finance,0.75,0.94,,185,4.0,0.0
206644,35.0,Operations,0.46,0.76,,186,7.0,
71588,40.0,Finance,0.47,0.9,7.0,233,,0.0
161248,36.0,Finance,0.85,0.84,,191,5.0,1.0
911678,,IT,0.67,0.56,3.0,999,,0.0
427255,,finanCe,0.09,0.26,,206,,1.0
824086,,HR,0.85,0.06,,287,,0.0
430974,,Finance,0.76,0.2,,999,,0.0
73162,42.0,HR,0.29,0.12,3.0,270,8.0,0.0
703503,,HR,0.4,0.2,4.0,999,,0.0
810491,,,0.84,0.19,,999,,
20075,,Finance,0.05,0.99,,999,,
685586,,,0.47,0.64,,999,8.0,0.0
659495,37.0,finanCe,0.2,0.58,3.0,278,2.0,1.0
904763,45.0,,0.22,0.17,,999,2.0,1.0
553331,35.0,IT,0.4,0.05,,271,8.0,0.0
851423,54.0,Operations,0.64,0.89,,308,,1.0
137863,22.0,finanCe,0.69,0.94,6.0,999,,0.0
429077,40.0,IT,0.75,0.52,,999,2.0,
166717,,Sales,0.45,0.54,,240,10.0,0.0
706220,,Operations,0.92,0.32,3.0,226,,1.0
232509,52.0,HR,0.87,0.17,5.0,999,8.0,1.0
1434,22.0,Operations,0.16,0.71,4.0,999,,0.0
661364,,IT,0.96,0.2,5.0,999,7.0,0.0
130740,54.0,Hr,0.47,0.12,,306,4.0,0.0
597001,42.0,HR,0.63,0.1,,999,2.0,
629626,26.0,finanCe,0.8,0.71,3.0,228,7.0,
569039,,HR,0.41,0.78,,160,,0.0
955996,54.0,finanCe,0.85,0.01,3.0,999,,0.0
895180,32.0,,0.89,0.44,7.0,999,10.0,
328309,,,0.16,0.04,,999,5.0,
771609,,Sales,0.35,0.64,2.0,232,,0.0
563321,,HR,0.05,0.21,3.0,999,3.0,
414513,56.0,IT,0.99,0.0,7.0,999,3.0,
603504,26.0,Sales,0.29,0.36,6.0,999,1.0,0.0
736015,24.0,HR,0.56,0.87,6.0,999,,
998650,,Sales,0.25,0.16,,999,,0.0
780444,52.0,HR,0.26,0.24,,999,,1.0
303267,49.0,,0.46,0.6,,999,,1.0
697375,,HR,0.57,0.29,,999,6.0,0.0
757730,,Sales,0.95,0.8,,999,9.0,0.0
731123,,Sales,0.98,0.11,,999,,
48375,38.0,IT,0.88,0.11,,210,,1.0
343640,33.0,Operations,0.28,0.06,,999,,
251294,26.0,Finance,0.43,0.74,6.0,999,5.0,0.0
224336,,,0.07,0.82,,999,,
616167,56.0,Hr,0.35,0.8,,999,,
516908,,Operations,0.69,0.15,6.0,999,6.0,1.0
20482,,Finance,0.75,0.57,,219,,0.0
454399,48.0,,0.07,0.69,7.0,999,,1.0
438987,,Hr,0.33,0.24,3.0,154,8.0,0.0
606768,,finanCe,0.03,0.54,2.0,999,,1.0
888788,,finanCe,0.25,0.63,4.0,290,,0.0
55261,26.0,HR,0.72,0.32,6.0,237,1.0,1.0
23427,51.0,Operations,0.02,0.63,4.0,247,,
635678,39.0,Operations,0.98,0.06,,999,4.0,
352128,41.0,HR,0.2,0.57,6.0,214,,
920382,,Hr,1.0,0.46,,999,10.0,1.0
212620,,Finance,0.06,0.93,,999,1.0,0.0
56416,59.0,finanCe,0.37,0.75,,164,9.0,1.0
650903,53.0,Sales,0.23,0.48,6.0,999,,1.0
897295,,Finance,0.33,0.74,4.0,999,2.0,0.0
61005,,HR,0.69,0.91,,999,1.0,
38144,58.0,finanCe,0.75,0.42,,295,10.0,0.0
403475,,HR,0.81,0.94,6.0,999,4.0,
946004,60.0,,0.74,0.38,2.0,268,,1.0
687574,,,0.67,0.44,2.0,999,10.0,
665446,49.0,HR,0.23,0.68,4.0,238,,0.0
285970,,finanCe,0.36,0.5,3.0,272,,1.0
102589,49.0,HR,0.81,0.8,,302,,1.0
182463,,Operations,0.38,0.03,,206,,0.0
399208,32.0,Hr,0.32,0.84,6.0,299,,1.0
757068,51.0,Finance,0.79,0.42,,999,,
478857,59.0,Finance,0.45,0.02,7.0,244,,0.0
835201,33.0,Sales,0.37,0.74,2.0,196,,
745965,26.0,Hr,0.51,0.52,,301,10.0,0.0
76707,,HR,0.82,0.35,,164,,1.0
380225,55.0,,0.59,0.18,7.0,999,6.0,
636281,,finanCe,0.71,0.03,,999,2.0,0.0
861697,31.0,,0.29,0.06,4.0,158,4.0,
536078,24.0,finanCe,0.81,0.49,,160,,1.0
863088,57.0,finanCe,0.02,0.95,,247,,
971963,,Sales,0.62,0.82,5.0,239,7.0,1.0
311250,,IT,0.94,0.3,7.0,179,1.0,
720811,,Hr,0.92,0.03,,167,7.0,0.0
2032,52.0,Operations,0.45,0.22,,999,,1.0
795742,,Operations,0.8,0.12,2.0,999,9.0,1.0
180036,57.0,Operations,0.03,0.59,,999,,0.0
904190,56.0,Hr,0.43,0.45,,214,,1.0
453659,26.0,Operations,0.32,1.0,7.0,237,,
997202,,Sales,0.74,0.92,6.0,999,8.0,0.0
395662,,Finance,0.24,0.85,,195,8.0,
845165,36.0,Hr,0.53,0.05,,999,8.0,
771370,,Sales,0.41,0.68,,167,1.0,1.0
142023,58.0,Hr,0.66,0.78,7.0,999,,
892545,60.0,,0.31,0.22,3.0,236,,1.0
999911,,Finance,0.51,0.7,,191,,
77157,44.0,Finance,0.37,0.23,5.0,252,,0.0
754405,,Hr,0.34,0.9,,999,,1.0
978822,,finanCe,0.74,0.51,,248,,1.0
214276,23.0,Sales,0.57,0.61,,300,10.0,0.0
61722,43.0,,0.5,0.1,,999,,1.0
710939,,Operations,0.87,0.15,,999,,0.0
413185,54.0,Sales,0.83,0.82,7.0,999,10.0,1.0
711488,,finanCe,0.87,0.04,,269,7.0,1.0
549463,,,0.6,0.89,,151,,
413902,,Operations,0.72,0.87,5.0,999,2.0,1.0
280902,,Sales,0.48,0.45,,999,9.0,
181683,35.0,HR,0.56,0.09,,999,,1.0
385665,26.0,finanCe,0.13,0.86,2.0,999,,0.0
241546,46.0,Sales,0.61,0.39,,999,10.0,0.0
398779,,Finance,0.72,0.36,,298,10.0,1.0
874322,25.0,IT,0.51,0.25,7.0,999,6.0,1.0
792584,25.0,Finance,0.73,0.43,7.0,157,7.0,0.0
316714,,finanCe,0.88,0.51,2.0,999,7.0,0.0
658559,,Finance,0.65,0.19,,257,3.0,0.0
386221,40.0,Hr,0.89,0.33,,999,,1.0
842443,,IT,0.87,0.56,,999,6.0,1.0
148530,49.0,finanCe,0.17,0.9,5.0,252,,0.0
778817,36.0,IT,0.64,0.77,,999,,0.0
298221,,Sales,0.5,0.69,7.0,999,,
530302,,Finance,0.19,0.18,,244,9.0,1.0
218821,,HR,0.73,0.11,6.0,152,,0.0
347699,28.0,,0.96,0.34,,999,10.0,
85345,23.0,Operations,0.55,0.54,4.0,999,9.0,
260329,,Operations,1.0,0.73,6.0,999,,0.0
648323,,HR,0.48,0.51,,999,9.0,
851599,42.0,Sales,0.98,0.1,,999,2.0,0.0
967523,24.0,Sales,0.08,0.28,,251,,
852402,,IT,0.11,0.24,5.0,298,4.0,0.0
68934,,Sales,0.49,0.82,5.0,999,8.0,
969850,39.0,Finance,0.33,0.02,2.0,150,,
411730,48.0,Hr,0.93,0.37,,176,4.0,1.0
279888,,Operations,0.16,0.42,7.0,999,5.0,1.0
967493,29.0,Sales,0.55,0.18,2.0,999,,
565171,,finanCe,0.63,0.29,6.0,999,4.0,
386921,43.0,IT,0.49,0.88,2.0,169,10.0,1.0
129949,41.0,,0.1,0.61,,191,,1.0
807778,,finanCe,0.46,0.54,,228,4.0,1.0
687575,39.0,HR,0.88,0.4,3.0,216,3.0,1.0
395270,26.0,finanCe,0.67,0.71,,999,,0.0
173426,38.0,Sales,0.24,0.51,5.0,999,,0.0
535942,,Hr,0.14,0.64,,999,4.0,1.0
486012,,Finance,0.49,0.78,3.0,162,,0.0
766581,,HR,0.69,0.89,,999,,1.0
324926,,finanCe,0.52,0.53,,999,4.0,
602529,60.0,Operations,0.36,0.2,,999,,1.0
875787,,Sales,0.27,0.28,2.0,257,3.0,1.0
279707,,Finance,0.13,0.23,3.0,999,3.0,0.0
462319,41.0,Operations,0.83,0.35,,999,,0.0
849050,,IT,0.62,0.02,,269,8.0,1.0
357977,55.0,finanCe,0.55,0.97,,234,,0.0
565765,,IT,0.81,1.0,6.0,254,,
835013,,Hr,0.45,0.85,,209,6.0,1.0
738235,54.0,Hr,0.84,0.47,7.0,206,,0.0
354515,,,0.5,0.65,,999,1.0,0.0
173195,41.0,Operations,0.55,0.6,,268,,0.0
662398,31.0,IT,0.97,0.08,5.0,180,,0.0
830620,,HR,0.74,0.84,6.0,292,2.0,1.0
22314,31.0,,0.86,0.76,3.0,239,,0.0
959366,,finanCe,0.74,0.18,7.0,999,,0.0
367103,,Sales,0.09,0.91,,999,3.0,0.0
979506,,IT,0.18,0.88,6.0,301,,1.0
816054,,IT,0.78,0.8,,999,,1.0
359041,22.0,Operations,0.75,0.77,4.0,999,,0.0
531668,,,0.47,0.56,5.0,271,,0.0
497756,50.0,Finance,0.97,0.86,,999,1.0,0.0
219408,,finanCe,0.2,0.29,3.0,190,,
94783,,Hr,0.01,0.86,3.0,180,2.0,1.0
908404,,Sales,0.44,0.06,7.0,999,,
273748,,IT,0.56,0.71,6.0,225,,
899771,,Sales,0.13,0.35,,999,,1.0
501606,,Finance,0.55,0.06,,291,,
236225,32.0,HR,0.13,0.77,3.0,243,,0.0
293668,32.0,Finance,0.12,0.85,,237,8.0,0.0
569748,36.0,,0.49,0.0,2.0,163,8.0,0.0
792015,,Operations,0.45,0.5,,180,,0.0
844894,,HR,0.99,0.89,2.0,310,,
321483,,Sales,0.9,0.7,,999,2.0,0.0
389868,,Hr,0.83,0.38,6.0,999,8.0,0.0
642209,30.0,Hr,0.2,0.58,,999,5.0,
638744,55.0,,0.59,0.25,,157,6.0,0.0
156124,,Operations,0.03,0.67,4.0,999,,1.0
647840,47.0,finanCe,0.59,0.37,6.0,999,8.0,1.0
682060,23.0,Finance,0.76,0.98,,156,7.0,
273805,,IT,0.01,0.35,5.0,207,,
370987,,Finance,0.4,0.5,6.0,999,6.0,
841264,,HR,0.96,0.5,5.0,248,,0.0
568824,57.0,Sales,0.52,0.82,,999,,
144928,,HR,0.88,0.01,,282,,1.0
465805,,Hr,0.96,0.94,,999,8.0,1.0
367217,23.0,Hr,0.14,0.06,2.0,272,,1.0
821737,,HR,0.89,0.24,6.0,999,1.0,
15842,,HR,0.04,0.08,3.0,265,,1.0
553381,29.0,Sales,0.95,0.95,,191,4.0,
309669,,Finance,0.84,0.01,6.0,226,3.0,0.0
339887,39.0,Sales,0.19,0.61,,999,9.0,
65273,26.0,Operations,0.07,0.98,,999,,
319764,,Sales,0.29,0.79,,999,10.0,1.0
733650,,finanCe,0.7,0.03,2.0,999,,0.0
396293,,IT,0.48,0.16,,999,3.0,
919634,24.0,finanCe,0.42,0.91,,999,3.0,1.0
96934,40.0,IT,0.16,0.87,2.0,999,2.0,0.0
173987,,Sales,0.25,0.82,,194,10.0,0.0
5084,,,0.82,0.01,,168,,
145599,,Hr,0.43,0.6,,999,9.0,1.0
198516,58.0,Sales,0.2,0.39,2.0,255,3.0,1.0
426209,,Finance,0.12,0.42,,999,9.0,
632514,60.0,Hr,0.55,0.58,,306,,1.0
670189,22.0,IT,0.91,0.06,3.0,999,,
663515,53.0,HR,0.19,0.3,,291,6.0,0.0
545342,42.0,,0.49,0.3,7.0,305,8.0,0.0
590897,25.0,Operations,0.54,0.28,,999,2.0,
648374,,IT,0.29,0.48,,167,,
444189,,IT,0.97,0.95,,307,6.0,0.0
808828,58.0,finanCe,0.65,0.62,,999,,
279994,,Sales,0.48,0.87,,151,9.0,0.0
337335,,Sales,0.06,0.82,,216,,0.0
254055,,IT,0.96,0.41,3.0,999,9.0,
626471,56.0,HR,0.08,0.61,6.0,999,,
737651,58.0,Hr,0.57,0.56,,213,,
253629,37.0,Finance,0.1,0.72,,274,,0.0
333808,,Operations,0.15,0.46,,174,9.0,
242160,49.0,Hr,0.31,0.83,,152,7.0,
225137,59.0,finanCe,0.53,0.22,,276,,
382533,25.0,IT,0.11,0.12,,999,1.0,
528582,,Finance,0.69,0.99,,158,5.0,0.0
850301,,Sales,0.76,0.26,5.0,999,1.0,1.0
556729,48.0,Hr,0.26,0.23,,239,8.0,0.0
826254,30.0,finanCe,0.66,0.56,2.0,177,,0.0
563505,,Finance,0.11,0.21,2.0,205,3.0,0.0
827434,46.0,HR,0.37,0.38,7.0,236,,0.0
823838,,Finance,0.13,0.76,,999,3.0,
746544,35.0,finanCe,0.88,0.39,4.0,192,7.0,
88746,60.0,IT,0.89,0.21,4.0,999,7.0,1.0
943732,,HR,0.74,0.22,5.0,999,9.0,1.0
372424,,Sales,0.47,0.82,,275,,
335466,52.0,,0.21,0.35,,218,3.0,1.0
221218,,HR,0.72,0.41,,214,3.0,0.0
760229,,,0.63,0.83,7.0,999,,0.0
422961,47.0,Hr,0.5,0.87,4.0,999,,0.0
