EmployeeID,Age,Department,SatisfactionScore,LastEvaluationScore,NumProjects,AvgMonthlyHours,YearsAtCompany,Attrition,HoursPerProject,PerformanceRatio,TenureCategory,High_Risk_Employee
21996,41,hr,0.96,0.76,5,157,18,0,31.4,1.28,New,0
897031,45,unknown,0.93,0.98,6,197,23,0,32.83,0.95,Experienced,0
237396,23,it,0.67,0.47,8,233,0,1,29.12,1.43,Experienced,0
250157,41,unknown,0.62,0.84,8,205,15,1,25.62,0.74,Experienced,0
657923,41,hr,0.89,0.9,8,231,18,0,28.88,0.99,Experienced,0
308339,41,unknown,0.59,0.45,3,159,17,1,53,1.31,Experienced,0
932605,41,unknown,0.3,0.52,8,227,12,1,28.38,0.59,Experienced,1
719654,41,it,0.66,1,3,173,16,0,57.67,0.66,Experienced,0
319986,29,hr,0.79,0.75,5,179,2,0,35.8,1.05,Mid,0
369399,41,finance,0.47,0.38,7,232,18,0,33.14,1.21,Mid,0
440314,41,operations,0.48,0.45,5,176,18,0,35.2,1.06,Experienced,0
506549,38,hr,0.15,0.4,5,188,11,0,37.6,0.37,Experienced,0
872350,41,hr,0.24,0.52,6,218,12,0,36.33,0.47,Mid,1
977130,43,operations,0.56,0.54,7,165,15,0,23.57,1.04,Experienced,0
281241,43,hr,0.6,0.98,6,156,18,0,26,0.62,Experienced,0
965057,41,it,0.35,0.5,4,194,18,0,48.5,0.7,Experienced,0
179937,41,hr,0.86,0.74,4,139,19,0,34.75,1.16,Experienced,0
455868,41,unknown,0.26,0.48,6,200,16,0,33.33,0.54,Experienced,0
205127,54,operations,0.84,1,8,239,32,1,29.88,0.84,Experienced,0
560982,45,it,0.31,0.91,7,185,19,1,26.43,0.34,Mid,0
829635,49,finance,0.66,0.66,6,187,22,0,31.17,1,Mid,0
107227,56,finance,1,0.81,4,166,31,0,41.5,1.23,New,0
919481,24,finance,0.46,0.27,3,140,0,0,46.67,1.73,Mid,0
123193,41,operations,0.88,0.92,5,169,16,0,33.8,0.96,Experienced,0
453378,41,sales,0.99,0.82,5,210,17,0,42,1.2,Experienced,0
812746,41,it,1,0.94,5,174,17,0,34.8,1.06,Mid,0
669378,41,hr,0.9,0.94,6,191,14,0,31.83,0.96,New,0
513498,44,operations,0.61,0.87,4,162,16,0,40.5,0.71,Experienced,0
103855,41,hr,0.18,1,6,247,16,1,41.17,0.18,Experienced,1
334453,57,unknown,0.63,0.91,6,155,28,0,25.83,0.7,New,0
422783,41,unknown,0.47,0.78,8,201,15,1,25.12,0.6,Experienced,0
988578,24,it,0.51,0.63,3,142,0,0,47.33,0.81,Experienced,0
318714,41,operations,1,0.51,7,181,18,1,25.86,1.95,Experienced,0
457449,41,unknown,0.93,0.86,3,138,14,0,46,1.08,Experienced,0
629015,38,hr,0.43,0.9,8,228,9,1,28.5,0.47,Mid,0
887439,44,finance,0.83,0.62,7,202,16,1,28.86,1.34,Experienced,0
159065,42,it,0.53,0.77,7,180,15,0,25.71,0.69,Mid,0
161775,41,it,0.74,0.62,6,181,13,0,30.17,1.18,Mid,0
364397,41,it,0.73,0.83,5,147,17,0,29.4,0.87,Experienced,0
419006,41,hr,0.71,0.7,5,164,15,0,32.8,1.02,Experienced,0
470323,52,hr,0.36,0.34,5,221,25,1,44.2,1.05,Experienced,1
616119,41,unknown,0.82,0.68,5,188,15,0,37.6,1.21,Experienced,0
983397,30,finance,0.74,0.87,5,174,3,0,34.8,0.85,Mid,0
594386,44,hr,0.83,1,7,178,20,0,25.43,0.83,Experienced,0
377062,41,sales,0.69,0.89,6,144,18,0,24,0.77,Experienced,0
377972,39,unknown,0.81,0.82,4,145,10,0,36.25,0.99,New,0
975177,26,finance,0.79,0.6,6,176,2,0,29.33,1.31,Experienced,0
578078,37,hr,0.39,0.7,6,196,10,1,32.67,0.57,Experienced,0
899118,41,unknown,0.73,0.29,3,145,15,0,48.33,2.54,Experienced,0
327880,44,finance,0.76,0.79,4,163,22,0,40.75,0.96,Experienced,0
397905,41,it,0.48,0.56,7,208,17,0,29.71,0.86,Mid,0
851511,22,hr,0.83,0.63,6,165,0,0,27.5,1.33,Experienced,0
721637,54,it,0.94,0.9,7,181,26,0,25.86,1.04,Experienced,0
987244,41,finance,0.42,0.77,8,237,13,1,29.62,0.54,Experienced,0
152282,41,hr,0.19,0.74,8,221,17,1,27.62,0.25,Experienced,1
875044,36,it,0.37,0.42,8,226,9,1,28.25,0.88,Experienced,1
306344,41,unknown,0.45,0.82,5,150,13,1,30,0.55,Experienced,0
575907,41,finance,0.87,0.54,4,120,15,0,30,1.61,Experienced,0
997694,41,finance,0.31,0.9,8,217,12,1,27.12,0.34,Experienced,1
842832,41,operations,0.3,0.54,4,131,18,1,32.75,0.56,Mid,0
898206,46,finance,0.45,0.73,7,232,20,1,33.14,0.62,Experienced,0
824657,41,finance,0.55,0.43,6,200,13,0,33.33,1.27,Experienced,0
833621,53,hr,0.83,0.81,6,163,25,0,27.17,1.02,Mid,0
530685,41,operations,0.66,0.57,6,231,16,1,38.5,1.15,Experienced,0
566060,45,unknown,0.33,0.63,8,216,23,1,27,0.53,Experienced,1
681572,25,finance,0.72,0.62,5,175,0,0,35,1.17,New,0
288950,41,operations,0.85,0.86,3,150,15,0,50,0.98,Experienced,0
114003,41,it,0.7,1,5,174,13,0,34.8,0.7,New,0
43566,27,it,0.42,0.54,3,162,0,0,54,0.77,Experienced,0
621095,51,unknown,1,0.99,3,168,27,0,56,1.01,Experienced,0
470554,41,hr,0.73,0.53,3,125,17,0,41.67,1.37,Experienced,0
839836,41,operations,0.59,0.49,5,159,15,0,31.8,1.19,Experienced,0
295990,41,finance,0.45,0.77,8,209,16,1,26.12,0.58,Experienced,0
130211,60,it,0.69,0.94,5,151,32,0,30.2,0.73,Experienced,0
704859,41,operations,0.95,0.66,8,223,15,1,27.88,1.44,Experienced,0
781773,42,finance,0.46,0.74,7,199,19,0,28.43,0.63,Experienced,0
453577,45,hr,0.84,0.61,7,212,20,1,30.29,1.37,Experienced,0
38060,41,sales,0.34,0.45,8,211,13,0,26.38,0.75,Experienced,1
979309,31,finance,0.55,0.28,7,208,3,0,29.71,1.96,Mid,0
746941,48,finance,0.48,0.87,8,228,21,1,28.5,0.55,Experienced,0
4293,41,finance,0.81,0.86,6,172,15,0,28.67,0.94,Experienced,0
331160,39,hr,0.39,0.41,7,217,11,1,31,0.96,Experienced,1
931276,55,sales,0.39,0.78,8,226,28,1,28.25,0.5,Experienced,1
315845,55,hr,0.06,0.82,8,217,27,1,27.12,0.07,Experienced,1
450438,37,hr,0.39,0.75,7,177,15,1,25.29,0.52,Experienced,0
27886,41,hr,0.92,0.82,6,192,16,0,32,1.13,Experienced,0
574577,33,it,0.2,0.62,6,180,7,1,30,0.33,Experienced,0
58415,41,finance,0.65,0.66,8,199,19,0,24.88,0.98,Experienced,0
485756,34,hr,0.7,0.9,7,210,8,0,30,0.78,Experienced,0
775755,41,operations,0.91,0.89,7,201,18,0,28.71,1.01,Experienced,0
484811,41,finance,0.71,0.75,4,154,17,0,38.5,0.95,Experienced,0
398449,41,unknown,1,0.74,4,154,12,0,38.5,1.35,Experienced,0
823931,37,finance,0.57,0.71,6,168,10,0,28,0.8,Experienced,0
513474,41,sales,0.69,0.81,7,248,15,0,35.43,0.85,Experienced,0
848492,51,unknown,0.75,0.58,2,129,26,0,64.5,1.29,New,0
278607,55,hr,0.47,0.82,8,182,29,0,22.75,0.57,New,0
47403,33,sales,0.59,0.47,8,261,7,1,32.62,1.25,Mid,0
740691,41,operations,0.89,1,5,178,15,0,35.6,0.89,Experienced,0
133279,55,operations,0.92,0.85,3,143,26,0,47.67,1.09,New,0
522854,48,it,0.28,0.93,8,215,20,1,26.88,0.3,Experienced,1
659792,41,finance,0.55,0.74,8,200,15,0,25,0.74,Experienced,0
216157,41,it,0,0.77,8,221,13,1,27.62,0,Experienced,1
970229,41,it,0.76,0.72,5,151,16,0,30.2,1.06,Experienced,0
566551,41,hr,0.9,0.97,4,169,16,0,42.25,0.92,Mid,0
750677,54,unknown,0.51,0.9,8,251,28,1,31.38,0.57,Experienced,0
428842,40,hr,0.74,0.37,8,211,12,1,26.38,2,Experienced,0
946790,41,hr,0.69,0.72,5,154,17,0,30.8,0.97,Experienced,0
938090,41,finance,0.48,0.59,4,176,15,0,44,0.82,Experienced,0
707463,41,unknown,0.67,0.73,7,176,14,0,25.14,0.93,Experienced,0
395049,43,finance,0.14,0.83,7,202,16,1,28.86,0.17,Experienced,1
705862,41,finance,0.94,0.99,6,176,16,0,29.33,0.95,Experienced,0
925077,41,hr,0.51,0.51,4,179,12,1,44.75,1.01,Experienced,0
381929,48,unknown,0.33,0.77,4,165,21,0,41.25,0.43,Experienced,0
651093,55,unknown,0.95,0.84,4,173,28,0,43.25,1.12,Experienced,0
872404,41,sales,0.66,0.68,7,221,18,1,31.57,0.98,Experienced,0
527957,41,operations,0.61,0.64,4,168,15,0,42,0.96,Experienced,0
835452,33,it,0.44,0.57,7,218,7,1,31.14,0.78,Experienced,0
546395,35,it,0.57,0.73,6,208,9,0,34.67,0.77,Experienced,0
927465,29,unknown,0.64,0.39,5,194,3,1,38.8,1.64,Experienced,0
301180,41,finance,0.75,0.86,5,167,19,0,33.4,0.87,Experienced,0
101698,41,it,0.57,0.74,5,180,15,0,36,0.76,Experienced,0
105228,53,hr,0.5,0.97,4,168,24,0,42,0.52,Experienced,0
61519,53,hr,0.43,0.82,8,206,25,0,25.75,0.53,Experienced,0
986616,41,it,0.92,0.4,8,222,16,0,27.75,2.28,Experienced,0
562866,60,it,0.66,0.74,7,214,32,0,30.57,0.88,Experienced,0
710766,41,sales,0.34,0.55,4,178,12,0,44.5,0.62,Experienced,0
30732,41,it,0.59,0.73,5,193,16,0,38.6,0.81,New,0
247588,41,operations,0.78,0.43,7,199,19,0,28.43,1.84,Experienced,0
965842,38,sales,0.94,0.81,5,165,12,0,33,1.17,Experienced,0
847443,54,finance,0.74,0.72,3,120,30,0,40,1.02,Experienced,0
144688,41,unknown,0.07,0.3,5,183,13,1,36.6,0.25,Experienced,0
190055,39,sales,0.98,0.91,4,137,13,0,34.25,1.09,Experienced,0
871210,34,unknown,1,0.84,2,120,9,0,60,1.19,New,0
740414,41,hr,0.63,0.73,6,198,13,0,33,0.87,Experienced,0
393452,41,finance,0.47,0.77,5,188,18,0,37.6,0.61,New,0
761320,25,sales,0.68,0.89,5,186,0,0,37.2,0.77,Experienced,0
43558,41,hr,0.5,0.82,7,210,18,1,30,0.6,Experienced,0
270321,41,hr,0.55,0.51,6,184,17,0,30.67,1.08,Experienced,0
421768,28,finance,1,0.98,5,173,2,0,34.6,1.02,Experienced,0
858167,41,operations,1,0.74,7,215,19,0,30.71,1.35,Mid,0
88454,43,hr,0.11,0.8,8,230,17,1,28.75,0.14,Experienced,1
965515,54,it,0.59,0.79,8,214,30,1,26.75,0.74,Experienced,0
351048,41,hr,1,0.8,5,164,17,0,32.8,1.25,Experienced,0
224012,57,hr,0.72,0.39,7,203,30,1,29,1.85,Experienced,0
461895,41,unknown,0.84,0.92,7,179,17,0,25.57,0.92,Mid,0
815130,59,finance,0.62,0.71,7,180,36,1,25.71,0.87,Experienced,0
432859,28,operations,0.6,0.62,6,177,1,1,29.5,0.97,Mid,0
40233,45,finance,0.66,1,8,211,19,0,26.38,0.66,Experienced,0
552349,41,hr,0.43,0.97,3,151,13,0,50.33,0.44,Mid,0
591923,41,sales,1,0.75,5,123,15,0,24.6,1.33,Experienced,0
279395,41,finance,0.58,0.67,5,185,19,0,37,0.87,Experienced,0
829230,41,finance,1,0.86,5,186,17,0,37.2,1.16,Experienced,0
120466,59,it,0.91,0.7,6,155,35,0,25.83,1.3,Experienced,0
8204,28,hr,0.54,0.2,4,151,3,0,37.75,2.7,Experienced,0
139556,41,it,0.98,0.66,3,120,14,0,40,1.49,Experienced,0
286384,41,hr,0.32,0.79,8,232,16,1,29,0.41,Experienced,1
422394,36,hr,0.35,0.31,5,190,9,0,38,1.12,Experienced,0
414469,60,sales,0.26,0.87,5,172,37,0,34.4,0.29,New,0
485949,41,finance,0.94,0.76,3,136,14,0,45.33,1.23,Experienced,0
119166,41,operations,0.62,0.42,4,189,15,0,47.25,1.46,Experienced,0
439925,55,finance,0.26,0.5,6,197,33,1,32.83,0.51,Experienced,0
795624,41,finance,0.31,0.9,8,299,13,1,37.38,0.34,Experienced,1
103451,36,operations,0.48,0.99,5,210,9,1,42,0.49,Experienced,0
399062,40,unknown,0.61,0.31,6,188,13,0,31.33,1.95,Experienced,0
526152,29,sales,0.66,0.53,7,175,2,1,25,1.24,Experienced,0
878425,41,finance,0.35,0.54,7,218,19,1,31.14,0.65,Mid,1
802070,58,it,0.52,0.53,8,223,34,1,27.88,0.98,Experienced,0
426619,41,operations,0.78,0.84,5,169,19,0,33.8,0.94,Experienced,0
80425,46,operations,0.8,0.81,5,157,17,0,31.4,0.99,Experienced,0
966564,41,hr,0.47,0.52,5,156,12,0,31.2,0.91,Experienced,0
472711,45,sales,0.69,0.4,6,193,16,0,32.17,1.71,Mid,0
53190,53,operations,0.98,0.88,6,182,29,0,30.33,1.11,Experienced,0
299842,43,operations,0.65,0.77,8,259,14,1,32.38,0.84,Mid,0
6621,41,finance,0.68,0.78,6,223,13,0,37.17,0.87,Mid,0
653310,37,sales,1,0.72,8,232,11,1,29,1.39,Experienced,0
230330,41,hr,0.81,0.62,7,234,19,1,33.43,1.32,Experienced,0
286352,59,hr,0.98,0.91,7,214,35,0,30.57,1.08,Experienced,0
251754,44,finance,1,0.62,3,130,18,0,43.33,1.62,Experienced,0
714426,41,unknown,0.75,0.84,5,164,15,0,32.8,0.89,Experienced,0
222147,40,it,0.52,0.78,3,146,16,0,48.67,0.67,Experienced,0
259945,41,finance,0.44,0.74,8,200,12,1,25,0.59,Experienced,0
448244,41,sales,0.57,0.95,4,192,17,0,48,0.6,Experienced,0
325069,41,unknown,0.53,0.68,7,222,18,1,31.71,0.78,Experienced,0
589788,41,unknown,0.46,0.72,5,161,15,0,32.2,0.65,Experienced,0
48722,42,finance,0.65,0.46,7,214,18,1,30.57,1.41,Experienced,0
176347,42,unknown,0.6,0.64,7,183,16,1,26.14,0.93,Experienced,0
648699,23,finance,0.77,0.53,4,120,0,0,30,1.46,Experienced,0
161511,41,sales,0.54,0.61,8,198,19,1,24.75,0.89,Experienced,0
885015,41,operations,0.67,0.54,5,183,13,0,36.6,1.25,Experienced,0
245510,51,hr,0.75,0.95,6,193,26,0,32.17,0.78,Experienced,0
655350,41,finance,0.29,0.53,8,193,12,1,24.12,0.54,Experienced,0
217665,41,hr,0.47,0.72,8,214,16,1,26.75,0.66,Mid,0
852713,41,finance,0.35,0.59,5,192,14,1,38.4,0.6,Experienced,0
511050,24,finance,0.93,0.87,8,243,0,0,30.38,1.07,Experienced,0
46647,41,hr,0.55,0.57,5,180,17,0,36,0.98,Experienced,0
514048,41,hr,0.18,0.41,3,153,12,0,51,0.45,Experienced,0
421948,60,hr,0.57,0.9,6,180,34,1,30,0.63,Mid,0
393571,22,finance,1,0.37,3,150,0,0,50,2.71,Experienced,0
943093,47,unknown,0.57,0.84,7,195,20,0,27.86,0.67,New,0
894593,29,operations,0.62,1,8,221,0,1,27.62,0.62,Experienced,0
257484,41,operations,0.56,0.55,8,202,17,1,25.25,1.01,Experienced,0
653679,41,finance,0.81,0.76,5,194,12,0,38.8,1.06,Experienced,0
785232,41,it,0.89,0.54,4,162,15,0,40.5,1.65,Experienced,0
918537,45,it,0.5,0.57,6,163,21,1,27.17,0.87,Experienced,0
215808,56,sales,0.6,1,5,181,30,0,36.2,0.6,Experienced,0
897209,32,operations,0.6,0.87,7,170,3,1,24.29,0.69,Experienced,0
764502,41,sales,0.38,0.82,5,196,17,1,39.2,0.47,Experienced,0
612253,43,finance,0.76,0.6,7,177,20,0,25.29,1.26,Experienced,0
435516,56,unknown,0.65,0.91,8,215,28,0,26.88,0.71,Experienced,0
659008,57,sales,0.94,0.69,8,201,31,0,25.12,1.38,Experienced,0
150852,51,hr,0.35,0.8,4,171,23,1,42.75,0.44,New,0
56320,54,sales,0.14,0.72,7,230,31,1,32.86,0.2,Experienced,1
219348,54,hr,0.88,0.77,6,183,31,0,30.5,1.15,New,0
452623,30,operations,0.35,1,5,200,7,0,40,0.35,Experienced,0
486319,41,operations,0.8,0.72,6,188,18,0,31.33,1.1,New,0
560713,41,operations,0.88,0.7,4,162,19,0,40.5,1.25,Mid,0
171542,35,operations,0.33,0.6,8,182,7,1,22.75,0.55,Mid,0
997075,41,finance,0.78,0.49,3,125,12,0,41.67,1.57,Experienced,0
455514,46,finance,0.71,0.96,7,207,19,1,29.57,0.73,Experienced,0
181517,39,hr,0.82,0.91,8,243,10,1,30.38,0.9,Experienced,0
113721,38,hr,0.88,0.44,8,232,9,1,29,2,Experienced,0
243579,41,operations,0.81,0.55,3,165,13,0,55,1.49,Experienced,0
409551,41,unknown,0.61,0.63,6,189,12,0,31.5,0.95,Mid,0
121152,41,operations,0.8,1,5,161,16,0,32.2,0.8,Experienced,0
771762,41,hr,0.21,1,8,232,19,1,29,0.21,Mid,1
9642,31,sales,0.7,1,6,197,2,0,32.83,0.7,New,0
730830,41,operations,0.48,0.77,7,161,17,1,23,0.62,Experienced,0
17011,41,finance,0.61,0.59,5,186,12,0,37.2,1.02,Experienced,0
519621,41,it,1,0.8,2,120,17,0,60,1.25,Experienced,0
171913,41,hr,0.54,0.48,6,197,14,0,32.83,1.13,Experienced,0
442378,41,hr,0.82,0.88,6,166,16,0,27.67,0.94,New,0
512559,22,it,0.52,0.76,6,172,0,0,28.67,0.68,Experienced,0
516860,24,it,0.35,0.55,5,168,0,0,33.6,0.64,Experienced,0
548910,41,finance,0.85,0.81,8,216,18,0,27,1.04,Experienced,0
100508,41,hr,0.61,0.76,5,143,19,0,28.6,0.81,Experienced,0
494420,41,hr,0.6,0.65,8,227,12,1,28.38,0.92,New,0
214882,60,it,0.28,0.46,8,210,36,0,26.25,0.61,Mid,1
958317,41,sales,0.51,0.33,8,210,19,1,26.25,1.55,Experienced,0
791426,32,it,0.99,0.58,6,178,10,0,29.67,1.7,Experienced,0
194772,23,operations,0.45,0.58,6,192,1,0,32,0.78,Experienced,0
196254,42,sales,0.89,0.73,6,223,17,0,37.17,1.22,Mid,0
424438,41,sales,0.32,0.7,7,174,14,1,24.86,0.46,Experienced,0
296999,41,hr,0.72,0.71,7,190,14,0,27.14,1.01,Experienced,0
78705,41,finance,0.21,0.15,6,221,16,1,36.83,1.42,Mid,1
57060,29,it,0.86,1,8,226,5,1,28.25,0.86,Experienced,0
277631,48,unknown,0.94,0.68,4,140,24,0,35,1.37,Experienced,0
594016,41,unknown,0.98,0.66,7,235,17,1,33.57,1.48,Mid,0
209107,46,sales,0.4,0.8,4,147,17,0,36.75,0.49,New,0
132701,41,sales,0.57,0.84,7,201,14,0,28.71,0.68,Experienced,0
379544,33,hr,0.43,0.86,5,182,4,0,36.4,0.5,Experienced,0
475205,41,it,0.55,0.73,4,167,14,0,41.75,0.75,Experienced,0
194738,41,hr,0.98,0.85,8,189,19,1,23.62,1.15,Experienced,0
286966,41,finance,0.62,0.92,7,224,16,1,32,0.67,New,0
462638,41,sales,0.73,0.88,5,204,18,0,40.8,0.83,Experienced,0
132349,41,finance,0.94,0.9,5,160,19,0,32,1.04,Experienced,0
675780,41,sales,0.78,0.63,8,181,15,0,22.62,1.23,Experienced,0
526200,24,hr,0.77,0.73,4,173,0,0,43.25,1.05,Experienced,0
384314,41,hr,0.78,0.49,2,148,14,0,74,1.59,Experienced,0
809894,46,operations,0.87,0.91,8,215,24,0,26.88,0.95,Experienced,0
679691,27,hr,0.68,0.87,8,240,2,0,30,0.78,Experienced,0
512709,57,unknown,0.65,0.67,7,205,31,0,29.29,0.98,Experienced,0
159397,41,hr,0.86,0.98,7,227,13,1,32.43,0.88,Mid,0
455535,41,unknown,0.82,0.78,7,250,12,1,35.71,1.05,Experienced,0
606563,41,finance,0.89,0.65,5,155,19,0,31,1.38,Experienced,0
892289,41,hr,0.74,0.58,5,171,16,0,34.2,1.26,Mid,0
427543,41,sales,0.73,1,8,230,16,1,28.75,0.73,New,0
317148,48,unknown,1,0.73,4,189,21,0,47.25,1.36,Experienced,0
658058,41,finance,0.92,0.67,7,177,18,0,25.29,1.37,Experienced,0
886933,41,finance,0.85,0.76,5,142,19,0,28.4,1.11,Experienced,0
221219,41,unknown,1,0.47,5,166,16,0,33.2,2.14,Experienced,0
17558,41,operations,0.25,0.37,7,191,12,1,27.29,0.68,Experienced,0
565693,50,unknown,0.69,0.59,8,232,26,1,29,1.16,Experienced,0
350389,41,finance,0.69,0.9,4,170,16,0,42.5,0.77,Mid,0
571286,41,hr,0.91,0.85,3,138,18,0,46,1.06,Experienced,0
84030,41,it,1,0.76,4,134,16,0,33.5,1.31,Experienced,0
808667,57,unknown,0.46,0.66,5,141,30,0,28.2,0.7,New,0
970081,56,operations,0.88,0.56,5,166,28,0,33.2,1.57,Mid,0
586261,41,hr,0.54,0.46,5,180,19,0,36,1.18,Mid,0
485348,41,hr,0.75,0.84,6,179,14,0,29.83,0.9,Experienced,0
678464,23,operations,0.69,0.63,6,180,1,0,30,1.1,Mid,0
862756,23,finance,0.81,0.83,6,194,0,0,32.33,0.98,Experienced,0
602626,41,it,0.44,0.34,7,203,19,1,29,1.28,Experienced,0
352277,41,finance,0.93,0.69,5,170,15,0,34,1.34,Mid,0
983964,41,operations,0.61,0.55,5,212,14,0,42.4,1.1,Experienced,0
955320,43,sales,0.57,0.86,6,231,19,0,38.5,0.67,New,0
908973,38,finance,0.7,0.98,6,222,9,0,37,0.72,Experienced,0
347084,41,sales,0.74,0.79,8,224,18,1,28,0.94,Experienced,0
883045,26,finance,1,0.88,3,133,2,0,44.33,1.14,Experienced,0
58652,41,sales,0.27,0.8,7,217,12,1,31,0.34,Experienced,1
15667,41,hr,0.49,0.42,8,223,15,1,27.88,1.18,Experienced,0
970412,41,it,0.72,0.4,3,168,16,1,56,1.77,Experienced,0
305896,40,finance,0.93,0.77,6,218,15,0,36.33,1.21,New,0
161103,25,sales,0.37,0.8,5,159,1,0,31.8,0.46,Experienced,0
60438,41,it,0.94,0.75,3,153,16,0,51,1.24,Experienced,0
223883,50,operations,0.65,0.8,6,206,24,0,34.33,0.82,Experienced,0
583420,41,hr,0.5,0.76,4,124,14,0,31,0.66,Experienced,0
649767,22,it,0.33,0.42,8,178,0,0,22.25,0.78,Experienced,0
161571,35,hr,0.46,0.42,3,168,7,0,56,1.11,Experienced,0
225162,59,finance,0.94,0.76,4,159,37,0,39.75,1.25,Experienced,0
833248,41,sales,0.24,0.7,6,215,15,1,35.83,0.34,Experienced,1
488386,41,unknown,0.38,0.96,3,140,12,0,46.67,0.39,Mid,0
977592,30,sales,1,0.78,8,215,2,0,26.88,1.28,Experienced,0
519941,41,sales,0.46,0.84,8,233,15,1,29.12,0.56,New,0
195250,54,it,0.58,0.61,8,255,32,1,31.88,0.96,Experienced,0
441833,45,hr,0.31,0.77,6,188,23,0,31.33,0.4,Experienced,0
697395,41,hr,0.76,0.69,7,219,18,0,31.29,1.11,New,0
858155,31,hr,0.75,0.51,8,167,8,1,20.88,1.48,Experienced,0
516458,41,operations,1,0.82,6,183,18,0,30.5,1.22,New,0
61352,41,hr,0.84,0.76,5,184,16,0,36.8,1.11,Experienced,0
522590,42,sales,0.96,0.9,5,120,13,0,24,1.07,Mid,0
995531,41,unknown,0.79,0.88,7,199,12,0,28.43,0.89,Mid,0
734375,32,unknown,0.76,0.58,8,260,6,1,32.5,1.31,Experienced,0
603950,37,operations,0.84,0.62,7,202,10,0,28.86,1.36,Experienced,0
305717,40,finance,0.68,0.86,3,136,18,0,45.33,0.79,Experienced,0
117863,41,finance,0.64,0.77,6,153,15,0,25.5,0.83,Experienced,0
191642,59,hr,0.77,0.62,4,168,31,0,42,1.24,New,0
702289,41,finance,0.76,0.76,8,216,15,0,27,1,Experienced,0
798741,41,hr,0.77,0.7,3,123,12,0,41,1.1,Experienced,0
94753,41,hr,0.88,0.7,3,128,18,1,42.67,1.25,Experienced,0
928648,57,operations,0.29,0.63,8,212,34,1,26.5,0.47,Experienced,1
924724,56,it,0.71,0.94,4,135,30,0,33.75,0.76,New,0
776933,41,hr,0.17,0.27,6,183,12,1,30.5,0.63,Experienced,0
4659,47,finance,0.49,0.84,4,125,18,0,31.25,0.58,Experienced,0
923277,29,finance,0.72,0.54,8,249,0,0,31.12,1.34,Experienced,0
959746,41,operations,0.75,0.88,5,199,18,1,39.8,0.86,Mid,0
430615,51,finance,1,0.94,2,120,22,0,60,1.06,Experienced,0
929208,41,it,0.2,0.38,4,177,16,0,44.25,0.52,Mid,0
273424,22,it,0.81,0.85,4,146,0,0,36.5,0.95,Experienced,0
542031,31,finance,0.78,0.77,8,236,3,1,29.5,1.02,Mid,0
492637,41,hr,0.46,0.36,5,175,12,0,35,1.28,Experienced,0
676364,34,sales,0.43,0.7,7,182,8,1,26,0.62,Experienced,0
111441,41,hr,0.85,0.64,8,254,19,0,31.75,1.33,Experienced,0
865103,27,finance,0.48,0.43,6,207,2,0,34.5,1.11,Experienced,0
935454,39,hr,0.93,0.48,6,194,11,0,32.33,1.92,New,0
399398,44,finance,0.57,0.73,3,149,21,0,49.67,0.79,Experienced,0
407807,38,sales,0.86,0.69,8,188,14,1,23.5,1.24,Experienced,0
589287,43,hr,0.91,0.69,7,187,18,0,26.71,1.31,Experienced,0
788066,31,sales,0.63,0.44,6,180,7,1,30,1.45,Mid,0
859821,30,hr,0.8,0.51,4,153,8,0,38.25,1.57,Experienced,0
638581,41,unknown,0.33,0.66,5,185,15,0,37,0.5,Experienced,0
410500,56,finance,0.35,0.8,7,191,28,0,27.29,0.45,Mid,0
258563,41,sales,0.51,0.58,8,211,18,1,26.38,0.88,Experienced,0
959163,41,sales,1,0.69,4,125,13,0,31.25,1.44,Experienced,0
506651,41,operations,0.59,0.68,4,151,16,0,37.75,0.87,Experienced,0
375951,41,unknown,0.28,0.41,7,225,18,1,32.14,0.67,Experienced,1
407201,43,hr,0.75,0.77,6,157,19,0,26.17,0.97,Experienced,0
10793,41,sales,1,0.71,7,193,17,0,27.57,1.41,Experienced,0
774216,41,unknown,0.8,0.9,4,171,14,0,42.75,0.89,Experienced,0
712520,41,unknown,0.53,0.97,6,183,13,1,30.5,0.55,Experienced,0
943454,24,finance,0.29,0.5,3,120,0,0,40,0.58,New,0
921954,41,finance,0.76,1,7,198,15,0,28.29,0.76,Experienced,0
157333,41,unknown,0.88,0.83,8,237,12,0,29.62,1.06,Experienced,0
929792,59,finance,0.84,0.8,3,142,35,0,47.33,1.06,Experienced,0
916689,41,hr,0.53,0.45,5,177,15,0,35.4,1.18,Experienced,0
292575,41,sales,0.57,1,4,146,14,1,36.5,0.57,Experienced,0
697570,41,it,0.65,0.91,3,124,16,0,41.33,0.71,Experienced,0
239822,28,hr,0.63,0.78,5,183,1,0,36.6,0.81,Experienced,0
327855,57,it,0.8,0.67,8,229,31,1,28.62,1.2,Experienced,0
303049,41,hr,0.83,0.76,6,168,17,0,28,1.09,Experienced,0
370996,60,hr,1,0.92,5,194,38,0,38.8,1.09,Experienced,0
326047,43,sales,1,1,4,210,17,0,52.5,1,New,0
490117,26,sales,0.96,0.91,6,193,3,0,32.17,1.05,New,0
234496,24,sales,0.72,0.44,8,238,0,1,29.75,1.62,Experienced,0
321239,45,hr,0.92,0.65,5,162,23,0,32.4,1.41,Mid,0
324353,50,operations,0.8,0.02,7,196,22,0,28,43.91,Experienced,0
826684,41,sales,0.5,0.68,7,199,15,1,28.43,0.74,Experienced,0
451809,27,hr,0.77,0.85,8,220,4,0,27.5,0.91,Experienced,0
